person_id,label,name_key,highest_rank,n_mentions,years_present,n_waves,name_variants
P00924,Bayram Mahmoud,bairam mahmud,bey,4,1947;1950,2,Bayram Mahmoud
P00925,Baz Maroun,baz marun,,2,1947;1950,2,Baz Maroun
P00926,Behrend,behrend,,5,1947;1950,2,Behrend | Behrend J. L
P00927,Belilos LQon Jacques,belilos lkon gakues,,2,1947;1950,2,Belilos LQon Jacques | Belilos Léon Jacques
P00928,Belleni Parissi,beleni parisi,,3,1947;1950,2,Belleni Parissi
P00929,Egyptiennes,egiptienes,,7,1947;1950,2,Egyptiennes
P00930,IBlenin Albert,iblenin albert,,5,1947,1,IBlenin Albert
P00931,IBlenoist Baron Louis de,iblenoist baron luis,,7,1947,1,IBlenoist Baron Louis de
P00932,Textile,textil,,1,1947,1,Textile
P00933,Textiles «Al-Kahiran S.A.E,textiles al kairan,,1,1947,1,Textiles «Al-Kahiran S.A.E
P00934,Cotonnades «La Cotonnière,kotonades la kotonier,,2,1947,1,Cotonnades «La Cotonnière
P00935,Factor ',faktor,,1,1947,1,Factor '
P00936,Bethell Alexander Duke,bethel alexander duk,,4,1947;1950,2,Bethell Alexander Duke
P00937,Nil B.A. Oxford UniveTSity F.R.G.S,nil oxford univetsiti,,4,1947,1,Nil B.A. Oxford UniveTSity F.R.G.S
P00938,Beyts G,beits,,2,1947;1950,2,Beyts G
P00939,Bialobos Joseph,bialobos gosef,,1,1947,1,Bialobos Joseph
P00940,Bianchi Philip N,bianshi filip,,7,1947;1950,2,Bianchi Philip N
P00941,Bless Rodolphe,bles rodolf,,3,1947;1950,2,Bless Rodolphe
P00942,Boissonas Alphonse,boisonas alfons,,3,1947;1950,2,Boissonas Alphonse
P00943,Bolanachi A,bolanashi,,1,1947,1,Bolanachi A
P00944,Bolanachi Emmanuel,bolanashi emanuel,,1,1947,1,Bolanachi Emmanuel
P00945,Bonett Georges P,bonet georges,,3,1947;1950,2,Bonett Georges P
P00946,Borsali Georges,borsali georges,,1,1947,1,Borsali Georges
P00947,Boudet René,budet ren,,4,1947;1950,2,Boudet René
P00948,Boulad Albert,bulad albert,,2,1947;1950,2,Boulad Albert
P00949,Boulos Fouad,bulos fuad,,6,1947;1950,2,Boulos Fouad
P00950,Bouvier André,buvier andr,,4,1947;1950,2,Bouvier André
P00951,Brakha Maurice,brakha mauris,,5,1947;1950,2,Brahamsha Maurice | Brakha Maurice
P00952,Brandenburg Edgar,brandenburg edgar,,2,1947,1,Brandenburg Edgar
P00953,Broatch R. W,broatsh,,1,1947,1,Broatch R. W
P00954,Brown T. E,brun,,3,1947;1950,2,Brown T. E
P00955,Burckhardt C. L,burkhardt,,21,1947;1950,2,Burckhardt C. L
P00956,Bustros Antoine M,bustros antoin,,2,1947;1950,2,Bustros Antoine M
P00957,Butterworth James,buteruorth games,,3,1947,1,Butterworth James
P00958,Propriétaire National Hotel Cairo,proprietair national hotel kairo,,3,1947,1,Propriétaire National Hotel Cairo
P00959,Petroleum Co. S.A.E,petroleum ko,,4,1947;1950,2,Petroleum Co | Petroleum Co. S.A.E
P00960,Camiglieri Raoul,kamiglieri raul,,4,1947;1950,2,Camiglieri Raoul
P00961,IOlatmpbell The Hon. Cecil,iolatmpbel th hon sesil,,3,1947,1,IOlatmpbell The Hon. Cecil
P00962,Campbell Major Macknight,kampbel magor maknight,,1,1947,1,Campbell Major Macknight
P00963,Caraggia Anastase,karagia anastas,,2,1947;1950,2,Caraggia Anastase
P00964,Cassab Jacques,kasab gakues,,2,1947;1950,2,Cassab Jacques
P00965,Cold Stores,kold stores,,1,1947,1,Cold Stores
P00966,Castro Léon Me,kastro leon m,,5,1947;1950,2,Castro Léon Me
P00967,Casulli Alexandre M,kasuli alexandr,,2,1947;1950,2,Casulli Alexandre M
P00968,Ceysens Albert,seisens albert,,2,1947;1950,2,Ceysens Albert
P00969,Chahine Khalil,shain khalil,,2,1947;1950,2,Chahine Khalil
P00970,Chalhoub Sélim A,shalhub selim,,1,1947,1,Chalhoub Sélim A
P00971,Chalom Me. Charles,shalom m sharles,,4,1947;1950,2,Chalom Me. Charles
P00972,Chalom Rodolphe Bey Me,shalom rodolf bei m,,3,1947;1950,2,Chalom Rodolphe Bey Me
P00973,Charara Mohamed,sharara moamed,pasha,4,1947;1950,2,Charara Mohamed
P00974,Chawarby Hamed,shauarbi hamed,pasha,4,1947,1,Chawarby Hamed
P00975,Chedel A,shedel,,2,1947;1950,2,Chedel A
P00976,Chedid Charles de Me,shedid sharles m,,2,1947;1950,2,Chedid Charles de Me
P00977,Chédid Max,shedid max,,1,1947,1,Chédid Max
P00978,Chesman John S,shesman gohn,,1,1947,1,Chesman John S
P00979,Chevalier Jean,shevalier gean,,2,1947;1950,2,Chevalier Jean
P00980,Chikhani ·William,shikhani uiliam,,2,1947;1950,2,Chikhani William | Chikhani ·William
P00981,Choucri Moustapha,shukri mustafa,bey,2,1947;1950,2,Choucri Moustapha | Choukri Moustafa
P00982,Cicurel Clément J,sikurel klement,,4,1947;1950,2,Cicurel Clément | Cicurel Clément J
P00983,Cicurel Guy,sikurel gui,,2,1947;1950,2,Cicurel Guy
P00984,Cicurel Léon,sikurel leon,,4,1947;1950,2,Cicurel Léon
P00985,Cicurel René,sikurel ren,,4,1947;1950,2,Cicurel René
P00986,Cicurel,grands magasins sikurel,,5,1947;1950,2,Cicurel | Grands Magasins Cicurel
P00987,Cockinos Anastase,kokinos anastas,,3,1947;1950,2,Cockinos Anastase
P00988,Coen Maurizio Comm,koen maurizio kom,,1,1947,1,Coen Maurizio Comm
P00989,Cohen Daniel,koet daniel,,3,1947;1950,2,Cohen Daniel | Cohet'i Daniel
P00990,Cohen Fernand,koen fernand,,2,1947;1950,2,Cohen Fernand
P00991,Cohen Isaac,koen isak,,1,1947,1,Cohen Isaac
P00992,Cohen Maurice,koen mauris,,2,1947;1950,2,Cohen Maurice
P00993,Cohenca Jacques,koenka gakues,,2,1947;1950,2,Cohenca Jacques
P00994,Contomichalos Gérassimo,kontomishalos gerasimo,,1,1947,1,Contomichalos Gérassimo
P00995,Constant Halford,konstant halford,,2,1947;1950,2,Constant Halford
P00996,Couannier Pierre,kuanier pier,,1,1947,1,Couannier Pierre
P00997,Crombé Georges,kromb georges,,2,1947,1,Crombé Georges
P00998,Curwen,kuruen,,1,1947,1,Curwen
P00999,Oavezac Guy,oavezak gui,,1,1947,1,Oavezac Guy
P01000,Mines,mines,,1,1947,1,Mines
P01001,Davies Thomas E. H,davies thomas,,7,1947;1950,2,Davies Thomas E. H | Davies Thomas E.H
P01002,Delacave Paul,delakav paul,,4,1947;1950,2,Delacave Paul | Delacav·e Paul
P01003,Delany Arthur S,delani arthur,,3,1947;1950,2,Delany Arthur S
P01004,Misr Shipping,misr shiping,,2,1947,1,Misr Shipping
P01005,Dib Georges,diab georges,,3,1947;1950,2,Diab Georges | Dib Georges
P01006,Diab Emile,diab emil,,5,1947;1950,2,Diab Emile
P01007,Dicny Moise,dikni mois,bey,1,1947,1,Dicny Moise
P01008,Djeddah Eli~ N,dgedah eli,,3,1947;1950,2,Djeddah Elie N | Djeddah Eli~ N
P01009,IDoligez Marcel Auguste Joseph,idoligez marsel august gosef,,2,1947,1,IDoligez Marcel Auguste Joseph
P01010,Dorra Albert,dora albert,,1,1947,1,Dorra Albert
P01011,Dorra Zaki,dora zaki,,1,1947,1,Dorra Zaki
P01012,Doss Mtre. Wahib,dos mtr uaib,bey,8,1947;1950,2,Doss Mtre Wahib | Doss Mtre. Wahib
P01013,Dreyfus René Gaston,dreifus ren gaston,,1,1947,1,Dreyfus René Gaston
P01014,Dudler Joseph,dudler gosef,,2,1947;1950,2,Dudler Joseph
P01015,Dukes Eric,dukes erik,,8,1947;1950,2,Dukes Eric | Dukes Eric. M.A
P01016,Dutard Jacques,dutard gakues,,1,1947,1,Dutard Jacques
P01017,Edrei Elie,edrei eli,,2,1947;1950,2,Edrei Elie
P01018,Artistes Français Paris,artistes frankais paris,,11,1947;1950,2,Agronomique de Paris | Artistes Français Paris | Paris
P01019,Eid Saleh,eid saleh,,1,1947,1,Eid Saleh
P01020,El Chaféi Abdel Salam,shafei abdel salam,,5,1947;1950,2,El Chaféi Abdel Salam
P01021,El Chami Mohamed Hassan,shami moamed hasan,bey,2,1947,1,El Chami Mohamed Hassan
P01022,Eliakim Albert,eliakim albert,,2,1947;1950,2,Eliakim Albert
P01023,El Masri Habib,masri habib,pasha,2,1947,1,El Masri Habib
P01024,El-Menzalaoui Moustafa Me,ei menzalaui mustafa m,,9,1947;1950,2,EI-Menzalaoui Moustafa Me | El-Menzalaoui Moustafa Me
P01025,Eloui Aziz,elui aziz,,1,1947,1,Eloui Aziz
P01026,Eloui Kamal,elui kamal,bey,4,1947,1,Eloui Kamal
P01027,El Toukhy Hassan Ahmed,tukhi hasan ahmed,,4,1947;1950,2,El Toukhy Hassan Ahmed
P01028,Eman André,eman andr,,2,1947;1950,2,Eman André
P01029,Empain Baron Edouard,empain baron eduard,,9,1947;1950,2,Empain Baron Edouard
P01030,Enan Hussein Pacha Ancien Ministre,enan husein pasha ansien ministr,,1,1947,1,Enan Hussein Pacha Ancien Ministre
P01031,National Plastics,national plastiks,,1,1947,1,National Plastics
P01032,Estabrook Edward Lewis,estabrok eduard leuis,,2,1947;1950,2,Estabrook Edward Lewis
P01033,Eugenides Eugène,eugenides eugen,,2,1947;1950,2,Eugenides Eugène
P01034,Ltd,ltd,,4,1947;1950,2,Assurance Society Ltd | Ltd
P01035,Farès Youssef,fares iusef,,6,1947;1950,2,Farès Youssef | Fa·rès Yusef
P01036,Orientale du Cinéma,oriental du sinema,,1,1947,1,Orientale du Cinéma
P01037,Farghaly Abdel Aziz Ahmed,farghali abdel aziz ahmed,,3,1947;1950,2,Farghaly Abdel Aziz Ahmed | Farghaly Abdel Aziz Ahmèd
P01038,Feldman 1. R.,feldman,bey,4,1947;1950,2,Feldman 1. R. | Feldman I. R.
P01039,Theatres Cy. S.A.E,theatres si,,1,1947,1,Theatres Cy. S.A.E
P01040,Fils P.A,fils,,1,1947,1,Fils P.A
P01041,Fischer Max,fisher max,,1,1947,1,Fischer Max
P01042,Flower Edmond 1W,fluer edmond u,,1,1947,1,Flower Edmond 1W
P01043,Franck Alfred,frank alfred,,2,1947;1950,2,Franck Alfred
P01044,Frank Victor,frank viktor,,3,1947,1,Frank Victor
P01045,Frey J.H,frei,,1,1947,1,Frey J.H
P01046,Immobilière,imobilier,,1,1947,1,Immobilière
P01047,Galal Moustapha,galal mustafa,bey,2,1947;1950,2,Galal Moustapha
P01048,Galanté Raymond,galant raimond,,2,1947;1950,2,Galanté Raymond
P01049,Galanté Robert,galant robert,,2,1947;1950,2,Galanté Robert
P01050,Gantès Edouard,gantes eduard,,1,1947,1,Gantès Edouard
P01051,Gatteg~ S,gateg,,1,1947,1,Gatteg~ S
P01052,Geahel Pierre,geael pier,,2,1947;1950,2,Geahel Pierre
P01053,Geisenberger Pierre,geisenberger pier,,1,1947,1,Geisenberger Pierre
P01054,Ghandour Hachem,ghandur hashem,,2,1947;1950,2,Ghandour Hachem
P01055,Godber Frederick,godber frederik,,2,1947;1950,2,Godber Frederick
P01056,Goar,goar,,3,1947,1,Goar
P01057,Goldstein Charles,goldstein sharles,,2,1947;1950,2,Goldstein Charles
P01058,Goldstein-Gantes Ignace Me,goldstein ignas m,,3,1947;1950,2,Goldstein Ignace Me | Goldstein-Gantes Ignace Me
P01059,Goodwin E.A.H,goduin,,2,1947;1950,2,Goodwin E.A.H
P01060,Goradesky Léon dit Lebel,goradeski leon dit lebel,,1,1947,1,Goradesky Léon dit Lebel
P01061,Goulakis C,gulakis,,1,1947,1,Goulakis C
P01062,Grad Isaac,grad isak,,3,1947;1950,2,Grad Isaac
P01063,Granguillot G. P,granguilot,,2,1947,1,Granguillot G. P
P01064,Grieve R,griev,,6,1947;1950,2,Grieve R
P01065,Grunberg Jos. Julien,grunberg gos gulien,,4,1947;1950,2,Grunberg Jos. Julien
P01066,Gueziri Dr. Moukhtar Zaki El,gueziri dr mukhtar zaki,,2,1947;1950,2,Gueziri Dr. Moukhtar Zaki El
P01067,Guirguis Fouad,guirguis fuad,pasha,2,1947,1,Guirguis Fouad
P01068,Guirguis Nassif Eff,guirguis nasif ef,,2,1947;1950,2,Guirguis Nassif Eff
P01069,Guttmann Isaac,gutman isak,,2,1947;1950,2,Guttmann Isaac
P01070,Gygi Dr. Hans,gigi dr hans,,2,1947;1950,2,Gygi Dr. Hans
P01071,Cour de Cassation,kur kasation,,1,1947,1,Cour de Cassation
P01072,Haggag Zakaria,hagag zakaria,,2,1947;1950,2,Haggag Zakaria
P01073,Haim Henri,haim henri,,3,1947;1950,2,Haim Henri
P01074,Hakim Youssef,hakim iusef,,2,1947;1950,2,Hakim Youssef
P01075,Halford R. F,halford,,1,1947,1,Halford R. F
P01076,Halfm Eff. Mo·rgan,halfm ef morgan,,3,1947,1,Halfm Eff. Mo·rgan
P01077,Hallet Jean,halet gean,,1,1947,1,Hallet Jean
P01078,Hamed el Alaily,hamed alaili,bey,2,1947;1950,2,Hamed El Alaily | Hamed el Alaily
P01079,Hamed El Lozy,hamed lozi,bey,2,1947;1950,2,Hamed El Lozy
P01080,Hammad Mohamed Wassef,hamad moamed uasef,,4,1947;1950,2,Hammad Mohamed Wassef
P01081,Hammad Adel Mohamed,hamad adel moamed,,4,1947;1950,2,Hammad Adel Mohamed
P01082,Hann A.C,han,,1,1947,1,Hann A.C
P01083,Harari Clément Me,harari klement m,,1,1947,1,Harari Clément Me
P01084,Harari Ernest Me,harari ernest m,,3,1947;1950,2,Harari Ernest Me
P01085,Harari Marc,harari mark,,4,1947;1950,2,Harari Marc
P01086,Harari Raymond,harari raimond,,2,1947;1950,2,Harari Raymond
P01087,Haselden E. F,haselden,,1,1947,1,Haselden E. F
P01088,Harmant Eugène,harmant eugen,,1,1947,1,Harmant Eugène
P01089,Hassan Abdalla,hasan abdala,bey,2,1947;1950,2,Hassan Abdalla
P01090,Hassan Fouad,hasan fuad,bey,4,1947;1950,2,Hassan Fouad
P01091,Hassan Moukhtar Rasmi,hasan mukhtar rasmi,pasha,11,1947;1950,2,Hassan Moukhtar Rasmi
P01092,Hassler Richard,hasler rishard,,2,1947;1950,2,Hassler Richard
P01093,Hawa Georges,haua georges,,2,1947;1950,2,Hawa Georges
P01094,Hazan Victor,hazan viktor,,6,1947;1950,2,Hazan Victor
P01095,Heatheves H. B,heatheves,,2,1947;1950,2,Heatheves H. B
P01096,Hefni Mahmoud Pacha Ancien Ministre,hefni mahmud pasha ansien ministr,,2,1947;1950,2,Hefni Mahmoud Pacha Ancien Ministre
P01097,Hemsi Joseph,hemsi gosef,bey,1,1947,1,Hemsi Joseph
P01098,Hemsi,hemsi,,2,1947,1,Hemsi
P01099,Herman Max M,herman max,,2,1947;1950,2,Herman Max M
P01100,Heyndrickx Pierre,heindrikx pier,,4,1947;1950,2,Heyndricks Pierre | Heyndrickx Pierre
P01101,Hirsch Siegmund,hirsh siegmund,,2,1947;1950,2,Hirsch Siegmund
P01102,IHollings J. S,iolings,,1,1947,1,IHollings J. S
P01103,Homsy Edgard,homsi edgard,,2,1947;1950,2,Homsy Edgard
P01104,Homsy Riskallah,homsi riskalah,,9,1947;1950,2,Homsy Riskallah
P01105,Homewood Georges,homeuod georges,,1,1947,1,Homewood Georges
P01106,Hugh-Jones LI. O.B.E,hugh gones li,,1,1947,1,Hugh-Jones LI. O.B.E
P01107,Hussein Fahmy,husein fahmi,bey,1,1947,1,Hussein Fahmy
P01108,Hussein Said,husein said,bey,5,1947;1950,2,Hussein Said
P01109,Hussein Samy,husein sami,bey,2,1947;1950,2,Hussein Samy
P01110,Ibrahim Fahmy,ibraim fahmi,pasha,2,1947;1950,2,Ibrahim Fahmy
P01111,Imam Wakid,imam uakid,,2,1947;1950,2,Imam Wakid
P01112,Irwin F.J.R,iruin,,10,1947;1950,2,Irwin F.J.R | Irwin I.E.M
P01113,Israel Raymond,israel raimond,,2,1947;1950,2,Israel Raymond
P01114,Ivens H.J.G,ivens,,1,1947,1,Ivens H.J.G
P01115,Jackson W,gakson,,2,1947;1950,2,Jackson W
P01116,Jameson J. A,gameson,,2,1947;1950,2,Jameson J. A
P01117,Jancovitch,gankovitsh,,2,1947,1,Jancovitch
P01118,Jarrosson,garoson,,1,1947,1,Jarrosson
P01119,Jones Archibald Probart,gones arshibald probart,,2,1947;1950,2,Jones Archibald Probart
P01120,Kamal el Dine el Chérif,kamal din sherif,,2,1947;1950,2,Kamal El Dîne El Chérif | Kamal el Dine el Chérif
P01121,H<amel Hussein Wassef,hamel husein uasef,,1,1947,1,H<amel Hussein Wassef
P01122,S.A.E. des Chaussures BATA Farghaly Cotton.& Investment Co,des shausures bata farghali koton investment ko,,1,1947,1,S.A.E. des Chaussures BATA Farghaly Cotton.& Investment Co
P01123,Delta Light Rys. Co,delta light ris ko,,1,1947,1,Delta Light Rys. Co
P01124,Kettaneh Charles,ketaneh sharles,,2,1947;1950,2,Kettaneh Charles
P01125,Kettaneh Désiré,ketaneh desir,,2,1947;1950,2,Kettaneh Désiré
P01126,IKfoury Michel,ikfuri mishel,,1,1947,1,IKfoury Michel
P01127,Khairy Mahmoud,khairi mahmud,pasha,4,1947;1950,2,Khairy Mahmoud
P01128,Khattab Mohamed,khatab moamed,bey,5,1947;1950,2,Khattab Mohamed
P01129,Kher,kher,,2,1947,1,Kher
P01130,Kirkman Robert,kirkman robert,,2,1947;1950,2,Kirkman Robert
P01131,Klaesi R,klaesi,,2,1947;1950,2,Klaesi R
P01132,IKnaider C. R,iknaider,,1,1947,1,IKnaider C. R
P01133,Kohorn Henri ·von,korn henri von,,1,1947,1,Kohorn Henri ·von
P01134,Krisc:hewsky Henry,krisheuski henri,,8,1947;1950,2,Krisc:hewsky Henry | Krischewsky Henry
P01135,Kupper H,kuper,,8,1947;1950,2,Kupper H
P01136,Labib Attallah,labib atalah,,1,1947,1,Labib Attallah
P01137,Labib Francis,labib fransis,,1,1947,1,Labib Francis
P01138,Lackany Sanny,lakani sani,bey,4,1947;1950,2,Lackany Sanny
P01139,Lagnado Joseph S,lagnado gosef,,2,1947;1950,2,Lagnado Joseph S
P01140,Lagoudakis Eustache,lagudakis eustash,,2,1947;1950,2,Lagoudakis Eustache
P01141,Laherrère L,laerer,,2,1947,1,Laherrère L
P01142,Lancaster,lankaster,,2,1947,1,Lancaster
P01143,Lappas Christodule,lapas shristodul,,2,1947;1950,2,Lappas Christodule
P01144,Lascaris,laskaris,,3,1947,1,Lascaris
P01145,Lebnan Bakhos,lebnan bakhos,,3,1947;1950,2,Lebnan Bakhos
P01146,Leheta Ibrahim,leta ibraim,bey,2,1947;1950,2,Leheta Ibrahim
P01147,Leten Paul,leten paul,,1,1947,1,Leten Paul
P01148,Levi Neflos A,levi neflos,,1,1947,1,Levi Neflos A
P01149,Lévy Joseph M,levi gosef,,2,1947;1950,2,Levy Joseph M | Lévy Joseph M
P01150,Lévy Maurice M,levi mauris,,1,1947,1,Lévy Maurice M
P01151,Lifschitz Paul,lifshitz paul,,2,1947;1950,2,Lifschitz Paul
P01152,Lisbona Mayer,lisbona maier,,3,1947;1950,2,Lisbona Mayer
P01153,Liverant Joseph,liverant gosef,,3,1947;1950,2,Liverant Joseph
P01154,Lopez Ercole J,lopez erkol,,3,1947;1950,2,Lopez Ercole J
P01155,Lozy Taher El,lozi taer,bey,8,1947;1950,2,Lozy Taher El
P01156,Luke D. C,luk,,1,1947,1,Luke D. C
P01157,Lynch F. C,linsh,,2,1947;1950,2,Lynch F. C
P01158,Maarouf Abd Rabbo,maruf abd rabo,,1,1947,1,Maarouf Abd Rabbo
P01159,Mac Cullock Joseph Paul,mak kulok gosef paul,,2,1947;1950,2,Mac Cullock Joseph Paul
P01160,Magar Alfred,magar alfred,,1,1947,1,Magar Alfred
P01161,Mahfouz Rachouan,mahfuz rashuan,pasha,4,1947;1950,2,Mahfouz Rachouan
P01162,Commandeur Couronne de Roumanie ChevalieT .Medjidieh,komandeur kuron rumani shevaliet medgidieh,,1,1947,1,Commandeur Couronne de Roumanie ChevalieT .Medjidieh
P01163,Mahmoud Aly Allouba,mahmud ali aluba,bey,2,1947;1950,2,Mahmoud Aly Allouba
P01164,Mahmoud Ghazali,mahmud ghazali,bey,1,1947,1,Mahmoud Ghazali
P01165,Mahmoud Mohasseb,mahmud moaseb,bey,3,1947;1950,2,Mahmoud Mohasseb
P01166,Mahmoud Tewfik Hefnaoui,mahmud teufik hefnaui,bey,1,1947,1,Mahmoud Tewfik Hefnaoui
P01167,Malcolm Major,malkolm magor,,2,1947;1950,2,Malcolm Major
P01168,Mailer J. A,mailer,,1,1947,1,Mailer J. A
P01169,Mansour Gamal el Dîne,mansur gamal din,,2,1947;1950,2,Mansour Gamal el Dine | Mansour Gamal el Dîne
P01170,Dr. Mohamed Sabry Mansour,mansur,bey,3,1947;1950,2,Dr. Mohamed Sabry Mansour | Mansour | Mansour Mansour
P01171,Marcus Adolphe,markus adolf,,1,1947,1,Marcus Adolphe
P01172,Maret Baron Guy de,maret baron gui,,2,1947;1950,2,Maret Baron Guy de
P01173,Marii Sayed,mari saied,bey,2,1947;1950,2,Marii Sayed
P01174,Martin R. C,martin,,3,1947;1950,2,Martin G. A | Martin R. C
P01175,Martz,martz,,1,1947,1,Martz
P01176,Massabky Maurice,masabki mauris,,1,1947,1,Massabky Maurice
P01177,Mathieu A,mathieu,,2,1947;1950,2,Mathieu A
P01178,Maunsell Brig. R. J,maunsel brig,,1,1947,1,Maunsell Brig. R. J
P01179,Mawas Maurice,mauas mauris,,2,1947;1950,2,Mawas Maurice
P01180,Mawas Zaki,mauas zaki,,2,1947;1950,2,Mawas Zaki
P01181,Mayer Moshé,maier mosh,,1,1947,1,Mayer Moshé
P01182,Mazin L. A,mazin,,1,1947,1,Mazin L. A
P01183,Meltz Léon,meltz leon,,1,1947,1,Meltz Léon
P01184,Menaché Albert,menash albert,,2,1947;1950,2,Menaché Albert
P01185,IMenaché Maurice C,imenash mauris,,1,1947,1,IMenaché Maurice C
P01186,Menaché Maurice M,menash mauris,,8,1947;1950,2,Menaché Maurice C | Menaché Maurice M
P01187,Messiqua B,mesikua,,1,1947,1,Messiqua B
P01188,Metaxas Ménélas,metaxas menelas,,2,1947;1950,2,Metaxas Ménélas
P01189,Metzger Albert,metzger albert,,1,1947,1,Metzger Albert
P01190,Meyvis Louis,meivis luis,,4,1947;1950,2,Meyvis Louis
P01191,Misrahi,misrai,,4,1947,1,Misrahi
P01192,Misrahi Léon,misrai leon,,3,1947,1,Misrahi Léon
P01193,Mitchell Gaston,mitshel gaston,,3,1947;1950,2,Mitchell Gaston
P01194,Moberly Charles Henry Doward,moberli sharles henri duard,,2,1947;1950,2,Moberly Charles Henry Doward
P01195,Moghazi Mohamed Abd Rabbou,moghazi moamed abd rabu,pasha,2,1947;1950,2,Moghazi Mohamed Abd Rabbou
P01196,Mohamed Abbas Rached,moamed abas rashed,bey,4,1947;1950,2,Adel Rached | Mohamed Abbas Rached | Mohamed Rached | Rached
P01197,Mohamed Abdel Malek Hamza,moamed abdel malek hamza,bey,1,1947,1,Mohamed Abdel Malek Hamza
P01198,Mohamed Abdel Moneim El Dib,moamed abdel moneim dib,bey,6,1947;1950,2,Mohamed Abdel Moneim El Dib
P01199,Mohamed Abdel Rahman Nosseir,moamed abdel rahman noseir,,2,1947,1,Mohamed Abdel Rahman Nosseir
P01200,Mohaf!led Aly Namazi,moafled ali namazi,pasha,2,1947;1950,2,Mohaf!led Aly Namazi | Mohamed Aly Namazi
P01201,Mohamed Amine Chohayeb,moamed amin shoaieb,bey,6,1947;1950,2,Mohamed Amine Chohayeb
P01202,Mohamed Chafik,moamed shafik,,2,1947;1950,2,Mohamed Chafik
P01203,Mohamed Fathy Sabry,moamed fathi sabri,bey,4,1947;1950,2,Mohamed Fathy Sabry
P01204,Mohamed Eff. Fouad Darwlche El Hag,moamed ef fuad darulsh hag,,2,1947,1,Mohamed Eff. Fouad Darwlche El Hag
P01205,Mohamed Hachem Pacha Dr,moamed hashem dr,,2,1947;1950,2,Mohamed Hachem Dr | Mohamed Hachem Pacha Dr
P01206,Mohamed Bey Hamada,moamed bei hamada,,5,1947;1950,2,Mohamed Bey Hamada
P01207,Mohamed Hassan El Abd Bey Député de Gamalieh,moamed hasan abd bei deput gamalieh,,1,1947,1,Mohamed Hassan El Abd Bey Député de Gamalieh
P01208,Mohamed 'Khattab,moamed khatab,bey,1,1947,1,Mohamed 'Khattab
P01209,Mohamed Loutfi M~hmoud,moamed lutfi mhmud,bey,2,1947,1,Mohamed Loutfi M~hmoud
P01210,Mohamed Mohamed 1Kira,moamed moamed kira,,2,1947;1950,2,Mohamed Mohamed 1Kira | Mohamed Mohamed Kira
P01211,Mohamed Sakr,moamed sakr,bey,2,1947;1950,2,Mohamed Sakr
P01212,Mohamed Salah el Dine,moamed salah din,bey,3,1947;1950,2,Mohamed Salah el Dine
P01213,Mohamed Salab el Dine el Chorbagui,moamed salab din shorbagui,,1,1947,1,Mohamed Salab el Dine el Chorbagui
P01214,Mohamed Salem Salem,moamed salem salem,pasha,5,1947;1950,2,Mohamed Neguib Salem | Mohamed Salem Salem
P01215,Mohamed Sobhi el Chorbagui,moamed sobhi shorbagui,,4,1947;1950,2,Mohamed Sobhi el Chorbagui | Mohamed Sobhl el Chorbagui
P01216,Mohamed Youssef El Abd,moamed iusef abd,bey,2,1947;1950,2,Mohamed Youssef El Abd
P01217,Mohamed Zeidan,moamed zeidan,,1,1947,1,Mohamed Zeidan
P01218,Mohsin Shawki,mohsen shauki,,3,1947;1950,2,Mohsen Shawki | Mohsin Shawki
P01219,Montant Gaston,montant gaston,,1,1947,1,Montant Gaston
P01220,Moore Léon,mor leon,,2,1947;1950,2,Moore Léon
P01221,Morpurgo Georges,morpurgo georges,,5,1947;1950,2,Morpurgo Georges
P01222,Mosseri GL1ido,moseri glido,,5,1947,1,Mosseri GL1ido
P01223,Mouchly Max,mushli max,,1,1947,1,Mouchly Max
P01224,Moursi Ahmed Awad,mursi ahmed auad,,2,1947;1950,2,Moursi Ahmed Awad
P01225,Muntz Alyan,muntz alian,,1,1947,1,Muntz Alyan
P01226,Murray Georges Maggibon,murai georges magibon,,1,1947,1,Murray Georges Maggibon
P01227,Cotton Trading Co,koton trading ko,,3,1947,1,Cotton Trading Co
P01228,Londres,londres,,1,1947,1,Londres
P01229,Classe,klas,,2,1947,1,Classe
P01230,Nlahman Raphael,nlahman rafael,,5,1947;1950,2,Nahman Raphael | Nlahman Raphael
P01231,Natar Nathan Raphael,natar nathan rafael,,1,1947,1,Natar Nathan Raphael
P01232,Négrin Edmond N,negrin edmond,,2,1947,1,Négrin Edmond N
P01233,Neison Georges,neison georges,,2,1947;1950,2,Neison Georges | Nelson Georges
P01234,No~n Edouard,non eduard,,1,1947,1,No~n Edouard
P01235,N~egaard A,negard,,1,1947,1,N~egaard A
P01236,Léopold de Belgique Croix de Guerre Yser,leopold belgiku kroix guer iser,,1,1947,1,Léopold de Belgique Croix de Guerre Yser
P01237,Pace,pas,,3,1947,1,Pace
P01238,JD'athy Ladislas,gd athi ladislas,,1,1947,1,JD'athy Ladislas
P01239,Company,kompani,,4,1947,1,Company
P01240,Pavlica Dussan,pavlika dusan,,2,1947;1950,2,Pavlica Dusan | Pavlica Dussan
P01241,Paxton Lloyd,paxton loid,,2,1947;1950,2,Paxton Lloyd
P01242,Peillon Paul,peilon paul,,2,1947;1950,2,Peillon Paul
P01243,Perez Joseph,perez gosef,,1,1947,1,Perez Joseph
P01244,Perkins William H,perkins uiliam,,2,1947,1,Perkins William H
P01245,Pezas Me. A,pezas m,,2,1947,1,Pezas Me. A
